Despacho,OV,NombreProducto,FechaCorte,Parte,Descripción,Despacho Cantidad en Unidades,Despacho Unidad de Medida Unidades,Proyecto,Precio Unitario,V. VTA,Guia de Remisión,Fecha Despacho,Comentario por Linea,Tipo Embarque,NombreArchivo,Cuentas,Paquetes,Courier,OT
94095,371586,HR TPI GSM,28/11/2019,120404407000003,SERV. ENSOBRADO MANUAL,196,UND,C000000048,0.0612,11.9952,005-0746841,11/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 28.11.2019_323 TPI + CD
 Comentarios - 1 : C1128_CORP_AFP_LIMA_TOTAL_162.afp - 162
  2 : C1128_CORP_AFP_PROV_TOTAL_34.afp - 34
 PAQ - 2
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 28/11/2019",5,1 : C1128_CORP_AFP_LIMA_TOTAL_162.afp - 162 / 2 : C1128_CORP_AFP_PROV_TOTAL_34.afp - 34,292,2,URBANO EXPRESS PERU SA,239681
94096,371588,RECIBO ENSOBRADO A5 FIJA,04/12/2019,60404430000018,RECIBO ENSOBRADO A5 FIJA,146,UND,C000000048,0,0,005-0746842,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 04.12.2019­­_8545 - AUTOS - MGF
 Comentarios - 1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63
  2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196905
 FechaCorte - 04/12/2019",5,1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63 / 2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83,146,2,COURIER S.MARTIN DE PORRES S.A,239666
94096,371588,RECIBO ENSOBRADO A5 FIJA,04/12/2019,120404401000005,PREFORMA CLARO A5 CUADERNILLO 2013 F CONTINUO,292,UND,C000000048,0.02052,5.99184,005-0746842,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 04.12.2019­­_8545 - AUTOS - MGF
 Comentarios - 1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63
  2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196905
 FechaCorte - 04/12/2019",5,1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63 / 2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83,146,2,COURIER S.MARTIN DE PORRES S.A,239666
94096,371588,RECIBO ENSOBRADO A5 FIJA,04/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,146,UND,C000000048,0.08265,12.0669,005-0746842,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 04.12.2019­­_8545 - AUTOS - MGF
 Comentarios - 1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63
  2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196905
 FechaCorte - 04/12/2019",5,1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63 / 2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83,146,2,COURIER S.MARTIN DE PORRES S.A,239666
94096,371588,RECIBO ENSOBRADO A5 FIJA,04/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,584,UND,C000000048,0.0175,10.22,005-0746842,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 04.12.2019­­_8545 - AUTOS - MGF
 Comentarios - 1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63
  2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196905
 FechaCorte - 04/12/2019",5,1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63 / 2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83,146,2,COURIER S.MARTIN DE PORRES S.A,239666
94096,371588,RECIBO ENSOBRADO A5 FIJA,04/12/2019,120404410000002,SERV. TRANSPROMO,146,UND,C000000048,0.0204,2.9784,005-0746842,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 04.12.2019­­_8545 - AUTOS - MGF
 Comentarios - 1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63
  2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196905
 FechaCorte - 04/12/2019",5,1 : NR_C1204_MGF_LIMA_AFP_RESTANTES_TOTAL_63.afp - 63 / 2 : NR_C1204_MGF_PROV_AFP_RESTANTES_TOTAL_83.afp - 83,146,2,COURIER S.MARTIN DE PORRES S.A,239666
94089,371589,RECIBO ENSOBRADO A5 MOVIL,05/12/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,899,UND,C000000048,0,0,005-0746835,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 05.12.2019_11827 - AUTOS - MGF
 Comentarios - 1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442
  2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196919
 FechaCorte - 05/12/2019",5,1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442 / 2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457,899,2,COURIER S.MARTIN DE PORRES S.A,239663
94089,371589,RECIBO ENSOBRADO A5 MOVIL,05/12/2019,120404401000005,PREFORMA CLARO A5 CUADERNILLO 2013 F CONTINUO,"2,130.00",UND,C000000048,0.02052,43.7076,005-0746835,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 05.12.2019_11827 - AUTOS - MGF
 Comentarios - 1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442
  2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196919
 FechaCorte - 05/12/2019",5,1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442 / 2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457,899,2,COURIER S.MARTIN DE PORRES S.A,239663
94089,371589,RECIBO ENSOBRADO A5 MOVIL,05/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,899,UND,C000000048,0.08265,74.30235,005-0746835,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 05.12.2019_11827 - AUTOS - MGF
 Comentarios - 1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442
  2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196919
 FechaCorte - 05/12/2019",5,1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442 / 2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457,899,2,COURIER S.MARTIN DE PORRES S.A,239663
94089,371589,RECIBO ENSOBRADO A5 MOVIL,05/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,"4,260.00",UND,C000000048,0.0175,74.55,005-0746835,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 05.12.2019_11827 - AUTOS - MGF
 Comentarios - 1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442
  2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196919
 FechaCorte - 05/12/2019",5,1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442 / 2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457,899,2,COURIER S.MARTIN DE PORRES S.A,239663
94089,371589,RECIBO ENSOBRADO A5 MOVIL,05/12/2019,120404410000002,SERV. TRANSPROMO,899,UND,C000000048,0.0204,18.3396,005-0746835,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 05.12.2019_11827 - AUTOS - MGF
 Comentarios - 1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442
  2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457
 PAQ - 2
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 196919
 FechaCorte - 05/12/2019",5,1 : NR_C1205_MGM_LIMA_AFP_RESTANTES_TOTAL_442.afp - 442 / 2 : NR_C1205_MGM_PROV_AFP_RESTANTES_TOTAL_457.afp - 457,899,2,COURIER S.MARTIN DE PORRES S.A,239663
94085,371668,HR TPI GSM,28/11/2019,60404430000016,HR TPI GSM,96,UND,C000000048,0,0,005-0746831,11/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 28.11.2019_323 TPI + CD
 Comentarios - 3 : C2811_PDFCD_LIMA_85 - 85
  4 : C2811_PDFCD_PROV_11 - 11
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 28/11/2019",5,3 : C2811_PDFCD_LIMA_85 - 85 / 4 : C2811_PDFCD_PROV_11 - 11,292,2,URBANO EXPRESS PERU SA,239681
94085,371668,HR TPI GSM,28/11/2019,120404402000015,PREFORMA CLARO TPI PLANO,137,UND,C000000048,0.03744,5.12928,005-0746831,11/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 28.11.2019_323 TPI + CD
 Comentarios - 3 : C2811_PDFCD_LIMA_85 - 85
  4 : C2811_PDFCD_PROV_11 - 11
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 28/11/2019",5,3 : C2811_PDFCD_LIMA_85 - 85 / 4 : C2811_PDFCD_PROV_11 - 11,292,2,URBANO EXPRESS PERU SA,239681
94085,371668,HR TPI GSM,28/11/2019,120404403000004,SOBRE CLARO 23 X 31.5 CM,96,UND,C000000048,0.395,37.92,005-0746831,11/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 28.11.2019_323 TPI + CD
 Comentarios - 3 : C2811_PDFCD_LIMA_85 - 85
  4 : C2811_PDFCD_PROV_11 - 11
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 28/11/2019",5,3 : C2811_PDFCD_LIMA_85 - 85 / 4 : C2811_PDFCD_PROV_11 - 11,292,2,URBANO EXPRESS PERU SA,239681
94085,371668,HR TPI GSM,28/11/2019,120404406000002,SERV. IMPRESION VARIABLE A4,274,UND,C000000048,0.0425,11.645,005-0746831,11/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 28.11.2019_323 TPI + CD
 Comentarios - 3 : C2811_PDFCD_LIMA_85 - 85
  4 : C2811_PDFCD_PROV_11 - 11
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 28/11/2019",5,3 : C2811_PDFCD_LIMA_85 - 85 / 4 : C2811_PDFCD_PROV_11 - 11,292,2,URBANO EXPRESS PERU SA,239681
94085,371668,HR TPI GSM,28/11/2019,120404407000003,SERV. ENSOBRADO MANUAL,96,UND,C000000048,0.0612,5.8752,005-0746831,11/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 28.11.2019_323 TPI + CD
 Comentarios - 3 : C2811_PDFCD_LIMA_85 - 85
  4 : C2811_PDFCD_PROV_11 - 11
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 28/11/2019",5,3 : C2811_PDFCD_LIMA_85 - 85 / 4 : C2811_PDFCD_PROV_11 - 11,292,2,URBANO EXPRESS PERU SA,239681
94085,371668,HR TPI GSM,28/11/2019,120404410000003,SERV. CD QUEMADO DE PDF´S,96,UND,C000000048,4.5,432,005-0746831,11/12/2019,"Descripción - Indicaciones Ajustes mas Roaming Ciclo 28.11.2019_323 TPI + CD
 Comentarios - 3 : C2811_PDFCD_LIMA_85 - 85
  4 : C2811_PDFCD_PROV_11 - 11
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 28/11/2019",5,3 : C2811_PDFCD_LIMA_85 - 85 / 4 : C2811_PDFCD_PROV_11 - 11,292,2,URBANO EXPRESS PERU SA,239681
94489,371710,EECC 3PLAY,09/12/2019,60404430000021,EECC 3PLAY,306,UND,C000000048,0,0,005-0747157,12/12/2019,"Descripción - RE: Indicaciones Spools PDFs y AFPs Idcon 2655 Telefonia_1326
 Comentarios - 1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7
  2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257
  3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 09/12/2019",5,1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7 / 2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257 / 3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42,1326,3,URBANO EXPRESS PERU SA,239676
94489,371710,EECC 3PLAY,09/12/2019,120404401000022,PREFORMA 3 PLAY 0616 CONTINUO,306,UND,C000000048,0.03744,11.45664,005-0747157,12/12/2019,"Descripción - RE: Indicaciones Spools PDFs y AFPs Idcon 2655 Telefonia_1326
 Comentarios - 1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7
  2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257
  3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 09/12/2019",5,1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7 / 2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257 / 3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42,1326,3,URBANO EXPRESS PERU SA,239676
94489,371710,EECC 3PLAY,09/12/2019,120404406000002,SERV. IMPRESION VARIABLE A4,308,UND,C000000048,0.0425,13.09,005-0747157,12/12/2019,"Descripción - RE: Indicaciones Spools PDFs y AFPs Idcon 2655 Telefonia_1326
 Comentarios - 1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7
  2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257
  3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 09/12/2019",5,1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7 / 2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257 / 3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42,1326,3,URBANO EXPRESS PERU SA,239676
94489,371710,EECC 3PLAY,09/12/2019,120404407000001,SERV. AUTOENSOBRADO,306,UND,C000000048,0.04875,14.9175,005-0747157,12/12/2019,"Descripción - RE: Indicaciones Spools PDFs y AFPs Idcon 2655 Telefonia_1326
 Comentarios - 1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7
  2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257
  3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 09/12/2019",5,1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7 / 2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257 / 3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42,1326,3,URBANO EXPRESS PERU SA,239676
94489,371710,EECC 3PLAY,09/12/2019,120404410000002,SERV. TRANSPROMO,306,UND,C000000048,0.0204,6.2424,005-0747157,12/12/2019,"Descripción - RE: Indicaciones Spools PDFs y AFPs Idcon 2655 Telefonia_1326
 Comentarios - 1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7
  2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257
  3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 09/12/2019",5,1 : 2.1_2655_PDF_AUTA4_CAE_7.PDF - 7 / 2 : 2.2_2655_PDF_AUTA4_LIMA_257.PDF - 257 / 3 : 2.3_2655_PDF_AUTA4_PROV_42.PDF - 42,1326,3,URBANO EXPRESS PERU SA,239676
94490,371722,EECC 3PLAY,10/12/2019,60404430000021,EECC 3PLAY,542,UND,C000000048,0,0,005-0747158,12/12/2019,"Descripción - Indicaciones Spools AFPs Idcon 2653 y 2654 3Play al 30_1936
 Comentarios - 1 : 2653_AUTA4_AFP_LIMA_258.afp - 258
  2 : 2653_AUTA4_AFP_PROV_77.afp - 77
  6 : 2654_AUTA4_AFP_LIMA_115.afp - 115
  7 : 2654_AUTA4_AFP_PROV_92.afp - 92
 PAQ - 04
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197168
 FechaCorte - 10/12/2019",5,1 : 2653_AUTA4_AFP_LIMA_258.afp - 258 / 2 : 2653_AUTA4_AFP_PROV_77.afp - 77 / 6 : 2654_AUTA4_AFP_LIMA_115.afp - 115 / 7 : 2654_AUTA4_AFP_PROV_92.afp - 92,1936,4,COURIER S.MARTIN DE PORRES S.A,239676
94490,371722,EECC 3PLAY,10/12/2019,120404401000022,PREFORMA 3 PLAY 0616 CONTINUO,272,UND,C000000048,0.03744,10.18368,005-0747158,12/12/2019,"Descripción - Indicaciones Spools AFPs Idcon 2653 y 2654 3Play al 30_1936
 Comentarios - 1 : 2653_AUTA4_AFP_LIMA_258.afp - 258
  2 : 2653_AUTA4_AFP_PROV_77.afp - 77
  6 : 2654_AUTA4_AFP_LIMA_115.afp - 115
  7 : 2654_AUTA4_AFP_PROV_92.afp - 92
 PAQ - 04
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197168
 FechaCorte - 10/12/2019",5,1 : 2653_AUTA4_AFP_LIMA_258.afp - 258 / 2 : 2653_AUTA4_AFP_PROV_77.afp - 77 / 6 : 2654_AUTA4_AFP_LIMA_115.afp - 115 / 7 : 2654_AUTA4_AFP_PROV_92.afp - 92,1936,4,COURIER S.MARTIN DE PORRES S.A,239676
94490,371722,EECC 3PLAY,10/12/2019,120404406000002,SERV. IMPRESION VARIABLE A4,544,UND,C000000048,0.0425,23.12,005-0747158,12/12/2019,"Descripción - Indicaciones Spools AFPs Idcon 2653 y 2654 3Play al 30_1936
 Comentarios - 1 : 2653_AUTA4_AFP_LIMA_258.afp - 258
  2 : 2653_AUTA4_AFP_PROV_77.afp - 77
  6 : 2654_AUTA4_AFP_LIMA_115.afp - 115
  7 : 2654_AUTA4_AFP_PROV_92.afp - 92
 PAQ - 04
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197168
 FechaCorte - 10/12/2019",5,1 : 2653_AUTA4_AFP_LIMA_258.afp - 258 / 2 : 2653_AUTA4_AFP_PROV_77.afp - 77 / 6 : 2654_AUTA4_AFP_LIMA_115.afp - 115 / 7 : 2654_AUTA4_AFP_PROV_92.afp - 92,1936,4,COURIER S.MARTIN DE PORRES S.A,239676
94490,371722,EECC 3PLAY,10/12/2019,120404407000001,SERV. AUTOENSOBRADO,542,UND,C000000048,0.04875,26.4225,005-0747158,12/12/2019,"Descripción - Indicaciones Spools AFPs Idcon 2653 y 2654 3Play al 30_1936
 Comentarios - 1 : 2653_AUTA4_AFP_LIMA_258.afp - 258
  2 : 2653_AUTA4_AFP_PROV_77.afp - 77
  6 : 2654_AUTA4_AFP_LIMA_115.afp - 115
  7 : 2654_AUTA4_AFP_PROV_92.afp - 92
 PAQ - 04
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197168
 FechaCorte - 10/12/2019",5,1 : 2653_AUTA4_AFP_LIMA_258.afp - 258 / 2 : 2653_AUTA4_AFP_PROV_77.afp - 77 / 6 : 2654_AUTA4_AFP_LIMA_115.afp - 115 / 7 : 2654_AUTA4_AFP_PROV_92.afp - 92,1936,4,COURIER S.MARTIN DE PORRES S.A,239676
94490,371722,EECC 3PLAY,10/12/2019,120404410000002,SERV. TRANSPROMO,542,UND,C000000048,0.0204,11.0568,005-0747158,12/12/2019,"Descripción - Indicaciones Spools AFPs Idcon 2653 y 2654 3Play al 30_1936
 Comentarios - 1 : 2653_AUTA4_AFP_LIMA_258.afp - 258
  2 : 2653_AUTA4_AFP_PROV_77.afp - 77
  6 : 2654_AUTA4_AFP_LIMA_115.afp - 115
  7 : 2654_AUTA4_AFP_PROV_92.afp - 92
 PAQ - 04
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197168
 FechaCorte - 10/12/2019",5,1 : 2653_AUTA4_AFP_LIMA_258.afp - 258 / 2 : 2653_AUTA4_AFP_PROV_77.afp - 77 / 6 : 2654_AUTA4_AFP_LIMA_115.afp - 115 / 7 : 2654_AUTA4_AFP_PROV_92.afp - 92,1936,4,COURIER S.MARTIN DE PORRES S.A,239676
94222,371724,RECIBO ENSOBRADO A5 FIJA,06/12/2019,60404430000018,RECIBO ENSOBRADO A5 FIJA,23,UND,C000000048,0,0,005-0746941,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 06.12.2019_40134 - NR FIJA
 Comentarios - 1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15
  2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197188
 FechaCorte - 06/12/2019",5,1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15 / 2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8,23,2,URBANO EXPRESS PERU SA,239666
94222,371724,RECIBO ENSOBRADO A5 FIJA,06/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,46,UND,C000000048,0.0247,1.1362,005-0746941,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 06.12.2019_40134 - NR FIJA
 Comentarios - 1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15
  2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197188
 FechaCorte - 06/12/2019",5,1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15 / 2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8,23,2,URBANO EXPRESS PERU SA,239666
94222,371724,RECIBO ENSOBRADO A5 FIJA,06/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,23,UND,C000000048,0.08265,1.90095,005-0746941,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 06.12.2019_40134 - NR FIJA
 Comentarios - 1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15
  2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197188
 FechaCorte - 06/12/2019",5,1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15 / 2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8,23,2,URBANO EXPRESS PERU SA,239666
94222,371724,RECIBO ENSOBRADO A5 FIJA,06/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,92,UND,C000000048,0.0175,1.61,005-0746941,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 06.12.2019_40134 - NR FIJA
 Comentarios - 1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15
  2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197188
 FechaCorte - 06/12/2019",5,1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15 / 2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8,23,2,URBANO EXPRESS PERU SA,239666
94222,371724,RECIBO ENSOBRADO A5 FIJA,06/12/2019,120404410000002,SERV. TRANSPROMO,23,UND,C000000048,0.0204,0.4692,005-0746941,11/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 06.12.2019_40134 - NR FIJA
 Comentarios - 1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15
  2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197188
 FechaCorte - 06/12/2019",5,1 : NR_C1206_MGF_LIMA_AFP_RESTANTES_TOTAL_15.afp - 15 / 2 : NR_C1206_MGF_PROV_AFP_RESTANTES_TOTAL_8.afp - 8,23,2,URBANO EXPRESS PERU SA,239666
94528,371725,RECIBO ENSOBRADO A5 MOVIL,06/12/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,533,UND,C000000048,0,0,005-0747183,12/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 06.12.2019_40134 - NR MOVIL
 Comentarios - 1 : NR_C1206_MGM_LIMA_AFP_RESTANTES_TOTAL_231.afp - 231
  2 : NR_C1206_MGM_PROV_AFP_RESTANTES_TOTAL_302.afp - 302
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197189
 FechaCorte - 06/12/2019",5,1 : NR_C1206_MGM_LIMA_AFP_RESTANTES_TOTAL_231.afp - 231 / 2 : NR_C1206_MGM_PROV_AFP_RESTANTES_TOTAL_302.afp - 302,533,2,URBANO EXPRESS PERU SA,239663
94528,371725,RECIBO ENSOBRADO A5 MOVIL,06/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,"1,250.00",UND,C000000048,0.0247,30.875,005-0747183,12/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 06.12.2019_40134 - NR MOVIL
 Comentarios - 1 : NR_C1206_MGM_LIMA_AFP_RESTANTES_TOTAL_231.afp - 231
  2 : NR_C1206_MGM_PROV_AFP_RESTANTES_TOTAL_302.afp - 302
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197189
 FechaCorte - 06/12/2019",5,1 : NR_C1206_MGM_LIMA_AFP_RESTANTES_TOTAL_231.afp - 231 / 2 : NR_C1206_MGM_PROV_AFP_RESTANTES_TOTAL_302.afp - 302,533,2,URBANO EXPRESS PERU SA,239663
